scope,subject_name,num_states,fold,seed,ordered_state,original_state,intercept,stimulus_evidence_hz,previous_choice,previous_reward
full_data,GRB006,3,-1,1,0,1,0.607589840888977,0.27664875984191895,0.28939956426620483,-0.3664133548736572
full_data,GRB006,3,-1,1,1,2,-1.1902225017547607,0.16719532012939453,0.15357381105422974,-0.08091139793395996
full_data,GRB006,3,-1,1,2,0,-2.4999170303344727,-2.140233278274536,1.7409248352050781,0.40471386909484863
