scope,subject_name,num_states,fold,seed,from_state,to_state,probability
full_data,GRB006,3,-1,1,0,0,0.9929196834564209
full_data,GRB006,3,-1,1,0,1,0.0024173948913812637
full_data,GRB006,3,-1,1,0,2,0.00466300081461668
full_data,GRB006,3,-1,1,1,0,0.011362587101757526
full_data,GRB006,3,-1,1,1,1,0.9883705973625183
full_data,GRB006,3,-1,1,1,2,0.00026679024449549615
full_data,GRB006,3,-1,1,2,0,0.4206116795539856
full_data,GRB006,3,-1,1,2,1,0.004243445582687855
full_data,GRB006,3,-1,1,2,2,0.5751449465751648
