subject_name,num_states,mean_test_log_likelihood_per_trial,standard_deviation,n_seeds,standard_error,selected_by_one_standard_error
GRB006,1,-0.5177358238095789,1.1141934746948126e-06,3,6.432799025443745e-07,False
GRB006,2,-0.5074639842080618,0.004955354296781196,3,0.0028609751371765925,False
GRB006,3,-0.4976712705561607,0.009960528794702448,3,0.005750713980892477,True
