scope,subject_name,num_states,fold,seed,ordered_state,original_state,intercept,stimulus_evidence_hz,previous_choice,previous_reward
full_data,GRB006,2,-1,0,0,0,-0.36724984645843506,0.4352038502693176,0.040617525577545166,1.0893049240112305
full_data,GRB006,2,-1,0,1,1,0.003787809982895851,0.15719497203826904,0.5217763185501099,-0.3540160059928894
