state,stimulus_evidence_hz,right_choice_probability,history
0,-8.0,0.020859193992758936,previous choice = 0; previous reward = 0
0,-7.84,0.0223298491754125,previous choice = 0; previous reward = 0
0,-7.68,0.02390166024298123,previous choice = 0; previous reward = 0
0,-7.52,0.02558121703772819,previous choice = 0; previous reward = 0
0,-7.36,0.02737548537199541,previous choice = 0; previous reward = 0
0,-7.2,0.029291820655005726,previous choice = 0; previous reward = 0
0,-7.04,0.03133798077848363,previous choice = 0; previous reward = 0
0,-6.88,0.03352213801134382,previous choice = 0; previous reward = 0
0,-6.72,0.03585288961869973,previous choice = 0; previous reward = 0
0,-6.5600000000000005,0.038339266882707626,previous choice = 0; previous reward = 0
0,-6.4,0.040990742162443625,previous choice = 0; previous reward = 0
0,-6.24,0.04381723358738097,previous choice = 0; previous reward = 0
0,-6.08,0.04682910693450748,previous choice = 0; previous reward = 0
0,-5.92,0.05003717419327352,previous choice = 0; previous reward = 0
0,-5.76,0.053452688276169884,previous choice = 0; previous reward = 0
0,-5.6,0.057087333286807755,previous choice = 0; previous reward = 0
0,-5.4399999999999995,0.060953209713181446,previous choice = 0; previous reward = 0
0,-5.279999999999999,0.06506281387290255,previous choice = 0; previous reward = 0
0,-5.12,0.06942901090149417,previous choice = 0; previous reward = 0
0,-4.96,0.07406500054655862,previous choice = 0; previous reward = 0
0,-4.8,0.07898427501238701,previous choice = 0; previous reward = 0
0,-4.640000000000001,0.08420056809432346,previous choice = 0; previous reward = 0
0,-4.48,0.0897277948532519,previous choice = 0; previous reward = 0
0,-4.32,0.09557998111155817,previous choice = 0; previous reward = 0
0,-4.16,0.10177118210671793,previous choice = 0; previous reward = 0
0,-4.0,0.10831538972128021,previous choice = 0; previous reward = 0
0,-3.84,0.11522642782248779,previous choice = 0; previous reward = 0
0,-3.6799999999999997,0.12251783539493502,previous choice = 0; previous reward = 0
0,-3.5199999999999996,0.13020273733894214,previous choice = 0; previous reward = 0
0,-3.3600000000000003,0.13829370303844246,previous choice = 0; previous reward = 0
0,-3.2,0.14680259307683283,previous choice = 0; previous reward = 0
0,-3.04,0.15574039479771817,previous choice = 0; previous reward = 0
0,-2.88,0.1651170477682848,previous choice = 0; previous reward = 0
0,-2.7199999999999998,0.17494126060244933,previous choice = 0; previous reward = 0
0,-2.5599999999999996,0.1852203210326597,previous choice = 0; previous reward = 0
0,-2.3999999999999995,0.19595990157406698,previous choice = 0; previous reward = 0
0,-2.24,0.2071638635903867,previous choice = 0; previous reward = 0
0,-2.08,0.21883406303156167,previous choice = 0; previous reward = 0
0,-1.92,0.23097016155062772,previous choice = 0; previous reward = 0
0,-1.7599999999999998,0.24356944709952086,previous choice = 0; previous reward = 0
0,-1.5999999999999996,0.25662666842733406,previous choice = 0; previous reward = 0
0,-1.4399999999999995,0.2701338881349369,previous choice = 0; previous reward = 0
0,-1.2800000000000002,0.2840803590520808,previous choice = 0; previous reward = 0
0,-1.12,0.2984524286738495,previous choice = 0; previous reward = 0
0,-0.96,0.3132334762024798,previous choice = 0; previous reward = 0
0,-0.7999999999999998,0.32840388637315976,previous choice = 0; previous reward = 0
0,-0.6399999999999997,0.343941063690212,previous choice = 0; previous reward = 0
0,-0.47999999999999954,0.35981948996340973,previous choice = 0; previous reward = 0
0,-0.3200000000000003,0.37601082712309836,previous choice = 0; previous reward = 0
0,-0.16000000000000014,0.3924840662278824,previous choice = 0; previous reward = 0
0,0.0,0.4092057223909991,previous choice = 0; previous reward = 0
0,0.16000000000000014,0.4261400740821141,previous choice = 0; previous reward = 0
0,0.3200000000000003,0.443249443959334,previous choice = 0; previous reward = 0
0,0.4800000000000004,0.4604945171068627,previous choice = 0; previous reward = 0
0,0.6400000000000006,0.477834691354813,previous choice = 0; previous reward = 0
0,0.8000000000000007,0.49522845329642784,previous choice = 0; previous reward = 0
0,0.9600000000000009,0.5126337727470269,previous choice = 0; previous reward = 0
0,1.120000000000001,0.5300085077529654,previous choice = 0; previous reward = 0
0,1.2799999999999994,0.5473108118910046,previous choice = 0; previous reward = 0
