subject_name,session_name,state,dwell_trials
GRB006,20231101_130616,1,38
GRB006,20231101_130616,0,20
GRB006,20231101_130616,1,12
GRB006,20231102_142814,1,153
GRB006,20231102_142814,0,11
GRB006,20231103_124436,1,195
GRB006,20231106_143523,1,81
GRB006,20231107_131358,1,48
GRB006,20231107_131358,0,8
GRB006,20231107_131358,1,100
GRB006,20231108_143210,1,220
GRB006,20231109_132341,1,11
GRB006,20231109_132341,0,18
GRB006,20231109_132341,1,11
GRB006,20231109_132341,0,28
GRB006,20231109_132341,1,14
GRB006,20231109_132341,0,30
GRB006,20231109_132341,1,38
GRB006,20231109_132341,0,13
GRB006,20231109_132341,1,6
GRB006,20231109_132341,0,4
GRB006,20231113_132100,1,15
GRB006,20231113_132100,0,34
GRB006,20231113_132100,1,13
GRB006,20231113_132100,0,24
GRB006,20231113_132100,1,1
GRB006,20231113_132100,0,11
GRB006,20231113_132100,1,9
GRB006,20231114_135633,1,3
GRB006,20231114_135633,0,23
GRB006,20231114_135633,1,119
GRB006,20231114_135633,0,8
GRB006,20231114_135633,1,27
GRB006,20231114_135633,0,13
GRB006,20231115_134443,1,172
GRB006,20231116_150200,1,206
GRB006,20231117_185904,1,69
GRB006,20231127_133022,1,2
GRB006,20231128_141426,1,80
GRB006,20231130_135215,1,152
GRB006,20231201_113419,1,172
GRB006,20231208_131651,1,108
GRB006,20231211_134311,1,16
GRB006,20231212_130030,1,88
GRB006,20231215_112543,1,142
GRB006,20240109_144700,1,9
GRB006,20240110_135431,1,1
GRB006,20240110_162338,1,7
GRB006,20240111_132629,1,113
GRB006,20240112_135518,1,56
GRB006,20240112_135518,0,11
GRB006,20240112_135518,1,44
GRB006,20240116_163044,1,11
GRB006,20240117_152600,1,91
GRB006,20240118_133404,1,143
GRB006,20240228_131618,1,6
GRB006,20240229_132420,1,12
GRB006,20240229_132420,0,3
GRB006,20240229_132420,1,82
GRB006,20240229_132420,0,9
GRB006,20240229_132420,1,11
GRB006,20240301_144326,1,5
GRB006,20240301_144326,0,19
GRB006,20240301_144326,1,32
GRB006,20240301_144326,0,3
GRB006,20240301_144326,1,64
GRB006,20240304_122108,1,22
GRB006,20240305_135034,1,76
GRB006,20240305_135034,0,8
GRB006,20240305_135034,1,1
GRB006,20240306_133858,1,180
GRB006,20240307_155109,1,93
GRB006,20240307_155109,0,8
GRB006,20240307_155109,1,5
GRB006,20240307_155109,0,11
GRB006,20240308_152123,1,94
GRB006,20240308_152123,0,26
GRB006,20240308_152123,1,78
GRB006,20240311_174310,1,109
GRB006,20240313_141512,1,222
GRB006,20240314_155950,1,137
GRB006,20240314_155950,0,15
GRB006,20240314_155950,1,94
GRB006,20240314_155950,0,10
GRB006,20240314_155950,1,72
GRB006,20240314_155950,0,3
GRB006,20240314_155950,1,15
GRB006,20240315_141855,1,6
GRB006,20240315_141855,0,41
GRB006,20240315_141855,1,84
GRB006,20240315_141855,0,22
GRB006,20240315_141855,1,8
GRB006,20240315_141855,0,67
GRB006,20240315_141855,1,1
GRB006,20240315_141855,0,18
GRB006,20240318_125437,1,5
GRB006,20240318_125437,0,16
GRB006,20240318_125437,1,101
GRB006,20240318_125437,0,26
GRB006,20240318_125437,1,7
GRB006,20240319_120110,1,62
GRB006,20240319_120110,0,37
GRB006,20240319_120110,1,74
GRB006,20240320_124113,1,20
GRB006,20240320_124113,0,11
GRB006,20240320_124113,1,9
GRB006,20240320_124113,0,8
GRB006,20240320_124113,1,125
GRB006,20240320_124113,0,14
GRB006,20240320_124113,1,23
GRB006,20240321_131913,1,57
GRB006,20240321_131913,0,19
GRB006,20240321_131913,1,50
GRB006,20240321_131913,0,16
GRB006,20240321_131913,1,39
GRB006,20240322_141501,1,42
GRB006,20240322_141501,0,3
GRB006,20240322_141501,1,20
GRB006,20240322_141501,0,23
GRB006,20240322_141501,1,20
GRB006,20240322_141501,0,15
GRB006,20240322_141501,1,17
GRB006,20240322_141501,0,11
GRB006,20240322_141501,1,25
GRB006,20240322_141501,0,6
GRB006,20240322_141501,1,1
GRB006,20240322_141501,0,13
GRB006,20240322_141501,1,1
GRB006,20240322_141501,0,7
GRB006,20240322_141501,1,13
GRB006,20240322_141501,0,9
GRB006,20240322_141501,1,79
GRB006,20240323_142335,1,14
GRB006,20240323_142335,0,70
GRB006,20240323_142335,1,48
GRB006,20240323_142335,0,33
GRB006,20240323_142335,1,36
GRB006,20240323_142335,0,23
GRB006,20240323_142335,1,18
GRB006,20240323_142335,0,49
GRB006,20240323_142335,1,1
GRB006,20240323_142335,0,1
GRB006,20240324_135731,1,14
GRB006,20240324_135731,0,16
GRB006,20240324_135731,1,1
GRB006,20240324_135731,0,31
GRB006,20240324_135731,1,121
GRB006,20240324_135731,0,13
GRB006,20240324_135731,1,21
GRB006,20240325_115618,1,57
GRB006,20240325_115618,0,20
GRB006,20240325_115618,1,11
GRB006,20240325_115618,0,30
GRB006,20240325_115618,1,5
GRB006,20240325_115618,0,18
GRB006,20240325_115618,1,15
GRB006,20240325_115618,0,3
GRB006,20240325_115618,1,1
GRB006,20240325_115618,0,34
GRB006,20240325_115618,1,56
GRB006,20240326_140658,1,12
GRB006,20240326_140658,0,47
GRB006,20240326_140658,1,53
GRB006,20240326_140658,0,26
GRB006,20240326_140658,1,7
GRB006,20240326_140658,0,71
GRB006,20240326_140658,1,6
GRB006,20240326_140658,0,45
GRB006,20240326_140658,1,45
GRB006,20240326_140658,0,15
GRB006,20240326_140658,1,4
GRB006,20240327_154217,1,19
GRB006,20240327_154217,0,62
GRB006,20240327_154217,1,21
GRB006,20240327_154217,0,46
GRB006,20240327_154217,1,2
GRB006,20240327_154217,0,3
GRB006,20240327_154217,1,1
GRB006,20240327_154217,0,1
GRB006,20240327_154217,1,71
GRB006,20240328_135035,1,28
GRB006,20240328_135035,0,11
GRB006,20240328_135035,1,10
GRB006,20240328_135035,0,22
GRB006,20240328_135035,1,11
GRB006,20240328_135035,0,7
GRB006,20240328_135035,1,1
GRB006,20240328_135035,0,118
GRB006,20240328_135035,1,4
GRB006,20240328_135035,0,59
GRB006,20240328_135035,1,6
GRB006,20240328_135035,0,9
GRB006,20240328_135035,1,3
GRB006,20240328_135035,0,10
GRB006,20240328_135035,1,12
GRB006,20240330_144712,1,26
GRB006,20240330_144712,0,6
GRB006,20240330_144712,1,9
GRB006,20240330_144712,0,12
GRB006,20240330_144712,1,9
GRB006,20240330_144712,0,28
GRB006,20240330_144712,1,10
GRB006,20240330_144712,0,37
GRB006,20240330_144712,1,15
GRB006,20240330_144712,0,29
GRB006,20240330_144712,1,10
GRB006,20240330_144712,0,58
GRB006,20240330_144712,1,25
GRB006,20240330_144712,0,37
GRB006,20240330_144712,1,29
GRB006,20240330_144712,0,28
GRB006,20240330_144712,1,24
GRB006,20240330_144712,0,30
GRB006,20240330_144712,1,27
GRB006,20240331_132807,1,10
GRB006,20240331_132807,0,5
GRB006,20240331_132807,1,2
GRB006,20240331_132807,0,35
GRB006,20240331_132807,1,2
GRB006,20240331_132807,0,147
GRB006,20240331_132807,1,9
GRB006,20240331_132807,0,15
GRB006,20240331_132807,1,7
GRB006,20240331_132807,0,17
GRB006,20240331_132807,1,32
GRB006,20240401_125219,1,27
GRB006,20240401_125219,0,53
GRB006,20240401_125219,1,34
GRB006,20240401_125219,0,39
GRB006,20240401_125219,1,65
GRB006,20240402_140646,1,73
GRB006,20240402_140646,0,19
GRB006,20240402_140646,1,6
GRB006,20240402_140646,0,47
GRB006,20240402_140646,1,9
GRB006,20240402_140646,0,16
GRB006,20240402_140646,1,11
GRB006,20240402_140646,0,15
GRB006,20240402_140646,1,6
GRB006,20240402_140646,0,19
GRB006,20240402_140646,1,79
GRB006,20240403_131227,1,3
GRB006,20240403_131227,0,109
GRB006,20240403_131227,1,28
GRB006,20240403_131227,0,62
GRB006,20240403_131227,1,59
GRB006,20240404_115105,1,10
GRB006,20240404_115105,0,4
GRB006,20240404_115105,1,1
GRB006,20240404_115105,0,18
GRB006,20240404_115105,1,8
GRB006,20240404_115105,0,1
GRB006,20240404_115105,1,5
GRB006,20240404_115105,0,4
GRB006,20240404_115105,1,34
GRB006,20240404_115105,0,42
GRB006,20240404_115105,1,6
GRB006,20240404_115105,0,10
GRB006,20240404_115105,1,39
GRB006,20240405_142239,1,10
GRB006,20240405_142239,0,21
GRB006,20240405_142239,1,21
GRB006,20240405_142239,0,222
GRB006,20240405_142239,1,17
GRB006,20240405_142239,0,15
GRB006,20240405_142239,1,40
GRB006,20240406_122407,1,9
GRB006,20240406_122407,0,15
GRB006,20240406_122407,1,5
GRB006,20240406_122407,0,121
GRB006,20240406_122407,1,57
GRB006,20240407_123014,1,175
GRB006,20240408_135314,1,50
GRB006,20240408_135314,0,14
GRB006,20240408_135314,1,340
GRB006,20240419_151040,1,28
GRB006,20240423_162658,1,54
GRB006,20240423_162658,0,27
GRB006,20240423_162658,1,7
GRB006,20240423_162658,0,7
GRB006,20240423_162658,1,15
GRB006,20240423_162658,0,11
GRB006,20240423_162658,1,14
GRB006,20240423_162658,0,38
GRB006,20240423_162658,1,142
GRB006,20240424_150511,1,14
GRB006,20240424_150511,0,16
GRB006,20240424_150511,1,202
GRB006,20240424_150511,0,15
GRB006,20240426_174044,1,11
GRB006,20240429_174359,1,77
GRB006,20240429_174359,0,20
GRB006,20240429_174359,1,50
GRB006,20240429_174359,0,89
GRB006,20240429_174359,1,15
GRB006,20240429_174359,0,32
GRB006,20240429_174359,1,5
GRB006,20240429_174359,0,22
GRB006,20240429_184502,1,40
GRB006,20240429_184502,0,33
GRB006,20240430_183206,1,7
GRB006,20240430_183206,0,19
GRB006,20240430_183206,1,13
GRB006,20240430_183206,0,16
GRB006,20240430_183206,1,56
GRB006,20240430_183206,0,2
GRB006,20240430_183206,1,4
GRB006,20240430_183206,0,12
GRB006,20240430_183206,1,10
GRB006,20240430_183206,0,107
GRB006,20240430_183206,1,40
GRB006,20240430_183206,0,4
GRB006,20240430_183206,1,1
GRB006,20240430_183206,0,6
GRB006,20240501_195113,1,27
GRB006,20240501_195113,0,9
GRB006,20240501_195113,1,5
GRB006,20240501_195113,0,4
GRB006,20240501_195113,1,1
GRB006,20240501_195113,0,66
GRB006,20240501_195113,1,9
GRB006,20240501_195113,0,24
GRB006,20240501_195113,1,10
GRB006,20240501_195113,0,124
GRB006,20240501_195113,1,23
GRB006,20240501_195113,0,9
GRB006,20240501_195113,1,11
GRB006,20240501_195113,0,53
GRB006,20240501_195113,1,22
GRB006,20240501_195113,0,21
GRB006,20240502_161058,1,35
GRB006,20240502_161058,0,24
GRB006,20240502_161058,1,36
GRB006,20240502_161058,0,103
GRB006,20240502_161058,1,24
GRB006,20240502_161058,0,61
GRB006,20240502_161058,1,26
GRB006,20240502_161058,0,37
GRB006,20240503_163955,1,54
GRB006,20240503_163955,0,15
GRB006,20240503_163955,1,22
GRB006,20240503_163955,0,10
GRB006,20240503_163955,1,18
GRB006,20240503_163955,0,4
GRB006,20240503_163955,1,1
GRB006,20240503_163955,0,39
GRB006,20240503_163955,1,4
GRB006,20240503_163955,0,4
GRB006,20240503_163955,1,48
GRB006,20240503_163955,0,15
GRB006,20240503_163955,1,5
GRB006,20240503_163955,0,35
GRB006,20240503_163955,1,43
GRB006,20240503_163955,0,24
GRB006,20240503_163955,1,8
GRB006,20240506_171411,1,30
GRB006,20240506_171411,0,23
GRB006,20240506_171411,1,49
GRB006,20240506_171411,0,16
GRB006,20240506_171411,1,89
GRB006,20240506_171411,0,66
GRB006,20240506_171411,1,23
GRB006,20240506_171411,0,55
GRB006,20240506_171411,1,1
GRB006,20240506_171411,0,34
GRB006,20240507_180829,1,29
GRB006,20240507_180829,0,23
GRB006,20240507_180829,1,98
GRB006,20240507_180829,0,17
GRB006,20240507_180829,1,59
GRB006,20240507_180829,0,28
GRB006,20240507_180829,1,84
GRB006,20240507_180829,0,47
GRB006,20240507_180829,1,2
GRB006,20240507_180829,0,50
GRB006,20240507_180829,1,10
GRB006,20240508_173227,1,3
GRB006,20240508_173227,0,47
GRB006,20240508_173227,1,7
GRB006,20240508_173227,0,61
GRB006,20240508_173227,1,20
GRB006,20240508_173227,0,5
GRB006,20240508_173227,1,12
GRB006,20240508_173227,0,25
GRB006,20240508_173227,1,11
GRB006,20240508_173227,0,18
GRB006,20240508_173227,1,35
GRB006,20240508_173227,0,64
GRB006,20240508_173227,1,14
GRB006,20240509_163637,1,11
GRB006,20240509_163637,0,14
GRB006,20240509_163637,1,79
GRB006,20240509_163637,0,5
GRB006,20240509_163637,1,11
GRB006,20240509_163637,0,13
GRB006,20240509_163637,1,7
GRB006,20240509_163637,0,17
GRB006,20240509_163637,1,20
GRB006,20240509_163637,0,76
GRB006,20240509_163637,1,7
GRB006,20240509_163637,0,50
GRB006,20240509_163637,1,15
GRB006,20240509_163637,0,67
GRB006,20240509_163637,1,6
GRB006,20240509_163637,0,20
GRB006,20240509_163637,1,8
GRB006,20240509_163637,0,9
GRB006,20240509_163637,1,13
GRB006,20240510_180411,1,84
GRB006,20240510_180411,0,8
GRB006,20240510_180411,1,29
GRB006,20240510_180411,0,74
GRB006,20240510_180411,1,2
GRB006,20240510_180411,0,2
GRB006,20240510_180411,1,29
GRB006,20240510_180411,0,86
GRB006,20240510_180411,1,16
GRB006,20240510_180411,0,85
GRB006,20240514_164132,1,21
GRB006,20240515_164745,1,17
GRB006,20240515_164745,0,37
GRB006,20240515_164745,1,17
GRB006,20240516_140225,1,10
GRB006,20240517_161352,1,4
GRB006,20240517_161352,0,25
GRB006,20240517_161352,1,16
GRB006,20240517_161352,0,3
GRB006,20240517_161352,1,47
GRB006,20240517_161352,0,16
GRB006,20240517_161352,1,3
GRB006,20240517_161352,0,36
GRB006,20240517_161352,1,12
GRB006,20240517_161352,0,26
GRB006,20240517_161352,1,25
GRB006,20240517_161352,0,22
GRB006,20240517_161352,1,5
GRB006,20240517_161352,0,54
GRB006,20240517_161352,1,69
GRB006,20240517_161352,0,80
GRB006,20240517_161352,1,19
GRB006,20240517_161352,0,12
GRB006,20240521_170727,1,14
GRB006,20240521_170727,0,10
GRB006,20240521_170727,1,10
GRB006,20240521_170727,0,10
GRB006,20240521_170727,1,12
GRB006,20240521_170727,0,30
GRB006,20240521_170727,1,23
GRB006,20240521_170727,0,125
GRB006,20240521_170727,1,4
GRB006,20240521_170727,0,64
GRB006,20240521_170727,1,19
GRB006,20240521_170727,0,183
GRB006,20240521_170727,1,20
GRB006,20240521_170727,0,44
GRB006,20240521_170727,1,9
GRB006,20240521_170727,0,27
GRB006,20240522_170215,1,14
GRB006,20240522_170215,0,23
GRB006,20240522_170215,1,2
GRB006,20240522_170215,0,25
GRB006,20240522_170215,1,5
GRB006,20240522_170215,0,41
GRB006,20240522_170215,1,18
GRB006,20240522_170215,0,13
GRB006,20240522_170215,1,6
GRB006,20240522_170215,0,5
GRB006,20240522_170215,1,1
GRB006,20240522_170215,0,100
GRB006,20240522_170215,1,34
GRB006,20240522_170215,0,8
GRB006,20240522_170215,1,11
GRB006,20240522_170215,0,67
GRB006,20240522_170215,1,13
GRB006,20240522_170215,0,17
GRB006,20240522_170215,1,2
GRB006,20240522_170215,0,13
GRB006,20240522_170215,1,17
GRB006,20240522_170215,0,27
GRB006,20240522_170215,1,13
GRB006,20240522_170215,0,17
GRB006,20240522_170215,1,2
GRB006,20240522_170215,0,33
GRB006,20240522_170215,1,1
GRB006,20240522_170215,0,132
GRB006,20240523_174600,1,45
GRB006,20240523_174600,0,85
GRB006,20240523_174600,1,4
GRB006,20240523_174600,0,32
GRB006,20240523_174600,1,1
GRB006,20240523_174600,0,54
GRB006,20240523_174600,1,19
GRB006,20240523_174600,0,39
GRB006,20240523_174600,1,6
GRB006,20240523_174600,0,45
GRB006,20240523_174600,1,1
GRB006,20240523_174600,0,13
GRB006,20240523_174600,1,1
GRB006,20240523_174600,0,17
GRB006,20240523_174600,1,37
GRB006,20240523_174600,0,58
GRB006,20240524_162152,1,20
GRB006,20240524_162152,0,20
GRB006,20240524_162152,1,2
GRB006,20240524_162152,0,51
GRB006,20240524_162152,1,12
GRB006,20240524_162152,0,8
GRB006,20240524_162152,1,33
GRB006,20240524_162152,0,103
GRB006,20240524_162152,1,1
GRB006,20240524_162152,0,43
GRB006,20240524_162152,1,1
GRB006,20240524_162152,0,68
GRB006,20240524_162152,1,1
GRB006,20240524_162152,0,66
GRB006,20240524_162152,1,23
GRB006,20240524_162152,0,3
GRB006,20240524_162152,1,15
GRB006,20240529_150103,1,10
GRB006,20240529_150103,0,86
GRB006,20240529_150103,1,7
GRB006,20240529_150103,0,5
GRB006,20240529_150103,1,1
GRB006,20240529_150103,0,3
GRB006,20240529_150103,1,13
GRB006,20240529_150103,0,9
GRB006,20240529_150103,1,86
GRB006,20240529_150103,0,20
GRB006,20240529_150103,1,33
GRB006,20240529_150103,0,21
GRB006,20240529_150103,1,3
GRB006,20240529_150103,0,6
GRB006,20240529_150103,1,1
GRB006,20240529_150103,0,8
GRB006,20240529_150103,1,70
GRB006,20240530_164626,1,51
GRB006,20240530_164626,0,5
GRB006,20240530_164626,1,1
GRB006,20240530_164626,0,31
GRB006,20240530_164626,1,34
GRB006,20240530_164626,0,22
GRB006,20240530_164626,1,34
GRB006,20240530_164626,0,25
GRB006,20240530_164626,1,2
GRB006,20240530_164626,0,42
GRB006,20240530_164626,1,47
GRB006,20240530_164626,0,18
GRB006,20240530_164626,1,37
GRB006,20240530_164626,0,26
GRB006,20240530_164626,1,11
GRB006,20240530_164626,0,15
GRB006,20240530_164626,1,1
GRB006,20240530_164626,0,20
GRB006,20240530_164626,1,25
GRB006,20240530_164626,0,14
GRB006,20240530_164626,1,18
GRB006,20240531_164435,1,66
GRB006,20240531_164435,0,37
GRB006,20240531_164435,1,34
GRB006,20240531_164435,0,27
GRB006,20240531_164435,1,10
GRB006,20240531_164435,0,107
GRB006,20240531_164435,1,7
GRB006,20240531_164435,0,22
GRB006,20240531_164435,1,2
GRB006,20240531_164435,0,70
GRB006,20240531_164435,1,18
GRB006,20240604_123410,1,27
GRB006,20240604_123410,0,43
GRB006,20240604_123410,1,26
GRB006,20240604_123410,0,27
GRB006,20240604_123410,1,13
GRB006,20240604_123410,0,134
GRB006,20240604_123410,1,10
GRB006,20240604_123410,0,59
GRB006,20240604_123410,1,5
GRB006,20240604_123410,0,21
GRB006,20240605_133531,1,5
GRB006,20240605_133531,0,8
GRB006,20240605_133531,1,26
GRB006,20240605_133531,0,72
GRB006,20240605_133531,1,5
GRB006,20240605_133531,0,21
GRB006,20240605_133531,1,3
GRB006,20240605_133531,0,11
GRB006,20240605_133531,1,5
GRB006,20240605_133531,0,72
GRB006,20240605_133531,1,9
GRB006,20240605_133531,0,7
GRB006,20240605_133531,1,6
GRB006,20240605_133531,0,94
GRB006,20240605_133531,1,4
GRB006,20240606_141045,1,56
GRB006,20240606_141045,0,102
GRB006,20240606_141045,1,5
GRB006,20240606_141045,0,13
GRB006,20240606_141045,1,14
GRB006,20240606_141045,0,35
GRB006,20240606_141045,1,16
GRB006,20240606_141045,0,81
GRB006,20240606_141045,1,6
GRB006,20240606_141045,0,18
GRB006,20240606_141045,1,18
GRB006,20240606_141045,0,22
GRB006,20240606_141045,1,3
GRB006,20240606_141045,0,10
GRB006,20240607_133855,1,10
GRB006,20240607_133855,0,65
GRB006,20240607_133855,1,14
GRB006,20240607_133855,0,39
GRB006,20240607_133855,1,4
GRB006,20240607_133855,0,91
GRB006,20240607_133855,1,5
GRB006,20240607_133855,0,61
GRB006,20240607_133855,1,1
GRB006,20240607_133855,0,5
GRB006,20240607_133855,1,2
GRB006,20240610_133557,1,283
GRB006,20240611_134554,1,24
GRB006,20240611_134554,0,2
GRB006,20240611_134554,1,4
GRB006,20240611_134554,0,26
GRB006,20240611_134554,1,22
GRB006,20240611_134554,0,87
GRB006,20240611_134554,1,29
GRB006,20240611_134554,0,9
GRB006,20240611_134554,1,1
GRB006,20240611_134554,0,46
GRB006,20240611_134554,1,9
GRB006,20240611_134554,0,14
GRB006,20240611_134554,1,1
GRB006,20240611_134554,0,10
GRB006,20240611_134554,1,4
GRB006,20240611_134554,0,16
GRB006,20240611_134554,1,10
GRB006,20240611_134554,0,71
GRB006,20240611_134554,1,7
GRB006,20240611_134554,0,65
GRB006,20240612_142350,1,26
GRB006,20240612_142350,0,23
GRB006,20240612_142350,1,10
GRB006,20240612_142350,0,2
GRB006,20240612_142350,1,23
GRB006,20240612_142350,0,24
GRB006,20240612_142350,1,6
GRB006,20240612_142350,0,6
GRB006,20240612_142350,1,29
GRB006,20240612_142350,0,8
GRB006,20240612_142350,1,5
GRB006,20240612_142350,0,87
GRB006,20240612_142350,1,2
GRB006,20240612_142350,0,53
GRB006,20240612_142350,1,8
GRB006,20240612_142350,0,26
GRB006,20240612_142350,1,5
GRB006,20240612_142350,0,102
GRB006,20240613_140011,1,45
GRB006,20240613_140011,0,29
GRB006,20240613_140011,1,31
GRB006,20240613_140011,0,20
GRB006,20240613_140011,1,32
GRB006,20240613_140011,0,47
GRB006,20240613_140011,1,5
GRB006,20240613_140011,0,84
GRB006,20240613_140011,1,5
GRB006,20240613_140011,0,48
GRB006,20240613_140011,1,6
GRB006,20240613_140011,0,13
GRB006,20240613_140011,1,16
GRB006,20240614_132538,1,17
GRB006,20240614_132538,0,15
GRB006,20240614_132538,1,2
GRB006,20240614_132538,0,13
GRB006,20240614_132538,1,19
GRB006,20240614_132538,0,7
GRB006,20240614_132538,1,21
GRB006,20240614_132538,0,54
GRB006,20240614_132538,1,26
GRB006,20240614_132538,0,4
GRB006,20240614_132538,1,2
GRB006,20240614_132538,0,2
GRB006,20240614_132538,1,45
GRB006,20240614_132538,0,22
GRB006,20240614_132538,1,1
GRB006,20240614_132538,0,43
GRB006,20240614_132538,1,20
GRB006,20240614_132538,0,23
GRB006,20240614_132538,1,17
GRB006,20240614_132538,0,6
GRB006,20240614_132538,1,2
GRB006,20240614_132538,0,10
GRB006,20240614_132538,1,8
GRB006,20240614_132538,0,45
GRB006,20240614_132538,1,3
GRB006,20240617_123448,1,56
GRB006,20240617_123448,0,15
GRB006,20240617_123448,1,38
