subject_name,session_name,state,posterior_occupancy
GRB006,20240813_132409,0,0.063910946
GRB006,20240814_154434,0,0.2724403
GRB006,20240815_111040,0,0.43986946
GRB006,20240819_110829,0,0.013983403
GRB006,20240820_115126,0,0.041800667
GRB006,20240821_121447,0,0.115983
GRB006,20240822_100914,0,0.031324334
GRB006,20241002_142716,0,0.10616794
GRB006,20241003_112246,0,0.08882258
GRB006,20241004_120803,0,0.084274106
GRB006,20241007_142037,0,0.23456761
GRB006,20241008_151755,0,0.21265309
GRB006,20241011_121243,0,0.07200246
GRB006,20241015_145423,0,0.07339941
GRB006,20241016_153658,0,0.15957256
GRB006,20241018_141859,0,0.07006025
GRB006,20241021_172639,0,0.035001513
GRB006,20230919_133340,1,0.84250796
GRB006,20230920_155219,1,0.6515265
GRB006,20230921_133636,1,0.2825626
GRB006,20230922_131609,1,0.26653746
GRB006,20230925_154539,1,0.21862356
GRB006,20230926_123033,1,0.282557
GRB006,20230927_145701,1,0.5431904
GRB006,20230928_145546,1,0.37487182
GRB006,20230929_145546,1,0.53035206
GRB006,20231002_140748,1,0.42369583
GRB006,20231003_141126,1,0.2389338
GRB006,20231004_122636,1,0.31450722
GRB006,20231005_133120,1,0.14116102
GRB006,20231006_132453,1,0.41979653
GRB006,20231009_134122,1,0.38809904
GRB006,20231010_131131,1,0.2435827
GRB006,20231011_124016,1,0.31427345
GRB006,20231012_133025,1,0.3767632
GRB006,20231016_134002,1,0.4639939
GRB006,20231017_141854,1,0.3888043
GRB006,20231018_160206,1,0.26857075
GRB006,20231019_124131,1,0.3495455
GRB006,20231020_134744,1,0.321496
GRB006,20231023_142912,1,0.667303
GRB006,20231024_141355,1,0.44331303
GRB006,20231026_115451,1,0.32258025
GRB006,20231027_125224,1,0.53143805
GRB006,20231031_133131,1,0.5647736
GRB006,20231101_130616,1,0.6879412
GRB006,20231102_142814,1,0.8109804
GRB006,20231103_124436,1,0.9281687
GRB006,20231106_143523,1,0.8872044
GRB006,20231107_131358,1,0.8790871
GRB006,20231108_143210,1,0.9786497
GRB006,20231109_132341,1,0.51041365
GRB006,20231113_132100,1,0.48150265
GRB006,20231114_135633,1,0.7219602
GRB006,20231115_134443,1,0.92270297
GRB006,20231116_150200,1,0.9727596
GRB006,20231117_185904,1,0.99204975
GRB006,20231127_133022,1,0.9987185
GRB006,20231128_141426,1,0.9232513
GRB006,20231130_135215,1,0.9453611
GRB006,20231201_113419,1,0.97719514
GRB006,20231208_131651,1,0.97315794
GRB006,20231211_134311,1,0.9790867
