subject_name,session_name,state,posterior_occupancy
GRB006,20231010_131131,2,0.0010383745
GRB006,20231011_124016,2,0.0020626544
GRB006,20231012_133025,2,0.008969449
GRB006,20231016_134002,2,0.012467762
GRB006,20231017_141854,2,0.0027777087
GRB006,20231018_160206,2,0.0059106178
GRB006,20231019_124131,2,0.0015057105
GRB006,20231020_134744,2,0.00085088785
GRB006,20231023_142912,2,0.14272448
GRB006,20231024_141355,2,0.0047085243
GRB006,20231026_115451,2,0.00092789106
GRB006,20231027_125224,2,0.001913615
GRB006,20231031_133131,2,0.004939148
GRB006,20231101_130616,2,0.06795599
GRB006,20231102_142814,2,0.017726548
GRB006,20231103_124436,2,0.027002653
GRB006,20231106_143523,2,0.039006617
GRB006,20231107_131358,2,0.15948382
GRB006,20231108_143210,2,0.12738457
GRB006,20231109_132341,2,0.018768817
GRB006,20231113_132100,2,0.042224072
GRB006,20231114_135633,2,0.004735105
GRB006,20231115_134443,2,0.2045814
GRB006,20231116_150200,2,0.07011064
GRB006,20231117_185904,2,0.0049053733
GRB006,20231127_133022,2,0.73123914
GRB006,20231128_141426,2,0.90108454
GRB006,20231130_135215,2,0.61979437
GRB006,20231201_113419,2,0.17785798
GRB006,20231208_131651,2,0.9605498
GRB006,20231211_134311,2,0.97542423
GRB006,20231212_130030,2,0.9947512
GRB006,20231215_112543,2,0.9692803
GRB006,20240109_144700,2,0.7881583
GRB006,20240110_135431,2,0.24080987
GRB006,20240110_162338,2,0.15536581
GRB006,20240111_132629,2,0.9764328
GRB006,20240112_135518,2,0.9712046
GRB006,20240116_163044,2,0.9371841
GRB006,20240117_152600,2,0.9971282
GRB006,20240118_133404,2,0.99175674
GRB006,20240228_131618,2,0.14384554
GRB006,20240229_132420,2,0.46232805
GRB006,20240301_144326,2,0.8612054
GRB006,20240304_122108,2,0.98686624
GRB006,20240305_135034,2,0.9800917
GRB006,20240306_133858,2,0.3058442
GRB006,20240307_155109,2,0.50471914
GRB006,20240308_152123,2,0.033293787
GRB006,20240311_174310,2,0.99061716
GRB006,20240313_141512,2,0.99036735
GRB006,20240314_155950,2,0.9474434
GRB006,20240315_141855,2,0.32231233
GRB006,20240318_125437,2,0.28433093
GRB006,20240319_120110,2,0.48773855
GRB006,20240320_124113,2,0.9857522
GRB006,20240321_131913,2,0.9927442
GRB006,20240322_141501,2,0.4842297
GRB006,20240323_142335,2,0.033930518
GRB006,20240324_135731,2,0.029620325
GRB006,20240325_115618,2,0.13649145
GRB006,20240326_140658,2,0.032914117
GRB006,20240327_154217,2,0.2397755
GRB006,20240328_135035,2,0.0068761106
GRB006,20240330_144712,2,0.046530366
GRB006,20240331_132807,2,0.033352207
GRB006,20240401_125219,2,0.1831355
GRB006,20240402_140646,2,0.17451991
GRB006,20240403_131227,2,0.009406914
GRB006,20240404_115105,2,0.020632142
GRB006,20240405_142239,2,0.006913472
GRB006,20240406_122407,2,0.07712141
GRB006,20240407_123014,2,0.17388172
GRB006,20240408_135314,2,0.02097861
GRB006,20240419_151040,2,0.4652674
GRB006,20240423_162658,2,0.08810094
GRB006,20240424_150511,2,0.038189597
GRB006,20240426_174044,2,0.19411016
GRB006,20240429_174359,2,0.046898667
GRB006,20240429_184502,2,0.0038478868
GRB006,20240430_183206,2,0.009838195
GRB006,20240501_195113,2,0.0106928395
GRB006,20240502_161058,2,0.011021269
GRB006,20240503_163955,2,0.02392962
GRB006,20240506_171411,2,0.27089697
GRB006,20240507_180829,2,0.048879135
GRB006,20240508_173227,2,0.001616228
GRB006,20240509_163637,2,0.016855905
GRB006,20240510_180411,2,0.0051033236
GRB006,20240514_164132,2,0.9398366
GRB006,20240515_164745,2,0.74244404
GRB006,20240516_140225,2,0.5569773
GRB006,20240517_161352,2,0.023567054
GRB006,20240521_170727,2,0.00090791995
GRB006,20240522_170215,2,0.057436567
GRB006,20240523_174600,2,0.060707938
GRB006,20240524_162152,2,0.0017374458
GRB006,20240529_150103,2,0.0051482506
GRB006,20240530_164626,2,0.00667795
GRB006,20240531_164435,2,0.028433451
GRB006,20240604_123410,2,0.007445765
GRB006,20240605_133531,2,0.001993622
GRB006,20240606_141045,2,0.0076507553
GRB006,20240607_133855,2,0.0020567107
GRB006,20240610_133557,2,0.4342183
GRB006,20240611_134554,2,0.0039680456
GRB006,20240612_142350,2,0.0037279802
GRB006,20240613_140011,2,0.0021554912
GRB006,20240614_132538,2,0.0023514444
GRB006,20240617_123448,2,0.022582442
GRB006,20240620_124808,2,0.008267435
GRB006,20240621_143838,2,0.022970455
GRB006,20240624_112117,2,0.010548125
GRB006,20240625_130638,2,0.0063078282
GRB006,20240626_113043,2,0.13254708
GRB006,20240627_141852,2,0.072336264
GRB006,20240628_130506,2,0.005167573
GRB006,20240701_112146,2,0.022401387
GRB006,20240702_134736,2,0.011008391
GRB006,20240710_124222,2,0.08465268
GRB006,20240711_134140,2,0.011951062
GRB006,20240715_134530,2,0.020673778
GRB006,20240716_151257,2,0.0059671225
GRB006,20240717_154846,2,0.036516566
GRB006,20240718_150828,2,0.018660715
GRB006,20240722_142540,2,0.012080801
GRB006,20240723_142451,2,0.006804529
GRB006,20240724_144439,2,0.08846219
GRB006,20240725_153628,2,0.0176681
GRB006,20240729_155308,2,0.043541927
GRB006,20240730_142934,2,0.086777866
GRB006,20240801_164225,2,0.03217202
GRB006,20240805_142718,2,0.050291732
GRB006,20240806_141817,2,0.009339878
GRB006,20240807_120640,2,0.010762795
GRB006,20240813_132409,2,0.027715765
GRB006,20240814_154434,2,0.03953006
GRB006,20240815_111040,2,0.008741585
GRB006,20240819_110829,2,0.038143918
GRB006,20240820_115126,2,0.043625545
GRB006,20240821_121447,2,0.17657004
GRB006,20240822_100914,2,0.076140374
GRB006,20241002_142716,2,0.75113946
GRB006,20241003_112246,2,0.7993043
GRB006,20241004_120803,2,0.8847257
GRB006,20241007_142037,2,0.7559314
GRB006,20241008_151755,2,0.7291154
GRB006,20241011_121243,2,0.8047591
GRB006,20241015_145423,2,0.8633663
GRB006,20241016_153658,2,0.3788862
GRB006,20241018_141859,2,0.67673194
GRB006,20241021_172639,2,0.4436785
GRB006,20230919_133340,3,0.0021138955
GRB006,20230920_155219,3,0.022263076
GRB006,20230921_133636,3,0.00030314145
GRB006,20230922_131609,3,0.00031674374
GRB006,20230925_154539,3,0.0002582279
GRB006,20230926_123033,3,0.0016070862
GRB006,20230927_145701,3,0.00087812135
GRB006,20230928_145546,3,0.00084697164
GRB006,20230929_145546,3,0.000468846
GRB006,20231002_140748,3,0.001774387
GRB006,20231003_141126,3,0.00017892524
GRB006,20231004_122636,3,0.00025992622
GRB006,20231005_133120,3,0.0003522984
GRB006,20231006_132453,3,0.00049215776
GRB006,20231009_134122,3,0.00038344986
GRB006,20231010_131131,3,0.0011240792
GRB006,20231011_124016,3,0.00044362812
GRB006,20231012_133025,3,0.0006541339
GRB006,20231016_134002,3,0.0018889661
GRB006,20231017_141854,3,0.00035139432
GRB006,20231018_160206,3,0.0006542483
GRB006,20231019_124131,3,0.00047815015
GRB006,20231020_134744,3,0.00043102304
GRB006,20231023_142912,3,0.00081727584
GRB006,20231024_141355,3,0.00069814513
GRB006,20231026_115451,3,0.00019051536
GRB006,20231027_125224,3,0.00065984525
GRB006,20231031_133131,3,0.0004216619
GRB006,20231101_130616,3,0.0019488648
GRB006,20231102_142814,3,0.0009977384
GRB006,20231103_124436,3,0.0004839794
GRB006,20231106_143523,3,0.0014308426
GRB006,20231107_131358,3,0.0019069482
GRB006,20231108_143210,3,0.000987021
GRB006,20231109_132341,3,0.0014207794
GRB006,20231113_132100,3,0.004316748
GRB006,20231114_135633,3,0.002601744
GRB006,20231115_134443,3,0.0015881808
GRB006,20231116_150200,3,0.00036979784
GRB006,20231117_185904,3,0.00022442335
GRB006,20231127_133022,3,0.1866908
GRB006,20231128_141426,3,0.001482128
GRB006,20231130_135215,3,0.001463619
GRB006,20231201_113419,3,0.001869438
GRB006,20231208_131651,3,0.00091294694
GRB006,20231211_134311,3,0.0060654352
GRB006,20231212_130030,3,0.00043792918
GRB006,20231215_112543,3,0.0012978343
GRB006,20240109_144700,3,0.0021997914
GRB006,20240110_135431,3,3.613728e-09
GRB006,20240110_162338,3,0.012361256
GRB006,20240111_132629,3,0.001747696
GRB006,20240112_135518,3,0.0024101767
GRB006,20240116_163044,3,0.056471642
GRB006,20240117_152600,3,0.00014555699
GRB006,20240118_133404,3,0.0004707201
GRB006,20240228_131618,3,0.0012115118
GRB006,20240229_132420,3,0.006644693
GRB006,20240301_144326,3,0.0015245302
GRB006,20240304_122108,3,0.0052116867
GRB006,20240305_135034,3,0.00034514192
GRB006,20240306_133858,3,0.0014841211
GRB006,20240307_155109,3,0.0010400435
GRB006,20240308_152123,3,0.0023296059
GRB006,20240311_174310,3,0.0006079532
GRB006,20240313_141512,3,0.00040800535
GRB006,20240314_155950,3,0.0010291972
GRB006,20240315_141855,3,0.0019733165
GRB006,20240318_125437,3,0.00787349
GRB006,20240319_120110,3,0.0026425961
GRB006,20240320_124113,3,0.00035259247
GRB006,20240321_131913,3,0.00035131484
GRB006,20240322_141501,3,0.0015516283
GRB006,20240323_142335,3,0.0013020249
GRB006,20240324_135731,3,0.0017847397
GRB006,20240325_115618,3,0.0010789542
GRB006,20240326_140658,3,0.002259155
GRB006,20240327_154217,3,0.003249862
GRB006,20240328_135035,3,0.00085778156
GRB006,20240330_144712,3,0.0030406006
GRB006,20240331_132807,3,0.0008290176
GRB006,20240401_125219,3,0.0051703746
GRB006,20240402_140646,3,0.0022929085
